Participant,Item,Condition,R1,R2,R3,R4,R5,R6
39,30,1,2836,1035,1352,670,898,2351
40,30,2,2142,953,1330,992,757,1693
41,30,1,2008,2164,2121,1794,1276,3356
1,31,1,3110,2607,6976,1977,930,3412
2,31,2,3982,4415,3451,1636,1121,2179
3,31,1,7310,5242,2507,1156,917,836
4,31,2,1159,3711,0,6386,1501,4093
5,31,1,1183,3861,2998,731,928,4009
6,31,2,1353,1382,959,759,658,2070
7,31,1,3777,7417,2428,1236,925,2563
8,31,2,4012,2624,2002,2410,1459,1657
9,31,1,4696,3043,1849,955,879,2583
10,31,2,2310,2087,2192,1357,1746,1857
11,31,1,1826,2422,3128,2634,1601,4485
12,31,2,2640,1667,2480,1669,1320,1867
13,31,1,2225,1768,2374,1390,1461,2144
14,31,2,1857,1839,1718,2339,1084,1557
15,31,1,11194,1545,2539,2796,1090,1062
16,31,2,1814,1735,1459,1717,1331,2229
17,31,1,1345,3165,2128,1345,1491,2798
18,31,2,2368,5007,2275,3750,1439,1751
19,31,1,2496,3319,6130,1495,1792,1492
20,31,2,1928,1418,1885,1913,1103,2251
21,31,1,845,1543,1736,1163,2134,837
22,31,2,1961,7329,1644,7561,957,2061
23,31,1,1275,1460,1071,2022,945,1436
24,31,2,1941,1273,1912,1000,624,2473
25,31,1,1789,1891,1947,2507,1644,1933
26,31,2,1170,2245,1756,959,2725,0
27,31,1,1011,1829,1762,1107,1113,2903
28,31,2,2677,1512,2910,2204,862,3254
29,31,1,1477,1414,2263,819,1145,2291
30,31,2,3374,4826,4014,4713,2231,2464
31,31,1,2227,2483,2799,1979,1384,1156
32,31,2,1107,1920,2151,1298,1262,6247
33,31,1,1389,1626,1762,2077,1093,1969
34,31,2,1034,2074,1746,1235,1067,6151
36,31,1,2317,2096,1807,1543,996,1281
37,31,2,1663,1763,2009,2209,1599,1391
38,31,1,1478,3048,1036,1244,1260,952
39,31,2,1722,1907,1260,933,715,6500
40,31,1,1453,1301,1978,1072,791,1076
41,31,2,1963,1555,2430,1406,973,2076
1,32,2,1262,2338,1304,1488,1027,670
2,32,1,1109,3409,1701,1281,762,1063
3,32,2,1413,6769,1633,12175,1184,1794
4,32,1,1787,0,11563,1716,1052,684
5,32,2,929,1658,1040,1034,928,3227
6,32,1,897,1284,795,1519,447,740
7,32,2,1270,3618,3864,1177,945,1410
8,32,1,1694,2535,2141,1603,2183,1229
9,32,2,2551,2789,2158,2325,968,586
10,32,1,1885,1968,1630,1452,962,1282
11,32,2,1426,1359,1909,1984,1838,3541
12,32,1,1373,1212,1052,1153,1053,922
13,32,2,1545,1985,1379,863,838,999
14,32,1,1288,1706,1318,1370,701,590
15,32,2,6479,2061,1378,948,1026,841
16,32,1,2615,1724,1475,1734,1413,1415
17,32,2,1464,2770,3076,2437,1231,1039
18,32,1,1277,3135,1412,1846,1209,1062
19,32,2,1702,2373,1598,1636,1109,1254
20,32,1,1902,3808,1151,1590,1146,1515
21,32,2,410,532,1447,1902,1047,955
22,32,1,1830,1695,1996,2482,1336,2060
23,32,2,1863,3449,1801,1567,1028,1466
24,32,1,1465,1111,1373,583,453,4147
25,32,2,1222,1825,1600,1424,1601,1011
26,32,1,1655,2110,1260,1018,923,1173
27,32,2,1102,1096,845,1105,723,1337
28,32,1,978,1530,1293,1300,905,2969
29,32,2,831,1147,897,1761,1514,4705
30,32,1,1771,419,23685,2274,1297,1002
31,32,2,2360,2433,1554,1340,1267,669
32,32,1,1196,3086,2008,2717,1017,947
33,32,2,2190,2259,1675,1369,1017,1242
34,32,1,1203,2527,1625,1814,937,861
36,32,2,1422,1872,2255,1943,1373,828
37,32,1,1306,2228,1481,1179,544,2102
38,32,2,1524,1421,723,1044,721,540
39,32,1,1349,1031,788,804,291,589
40,32,2,756,2325,777,437,461,474
41,32,1,1137,2518,1244,1288,951,752
